name,scholarid
Wei Zhu 0008,9jshr6QAAAAJ
Wei-Chen Chiu,FiFOBS8AAAAJ
Wei-Chung Hsu,NOSCHOLARPAGE
Wei-Kuan Shih,NOSCHOLARPAGE
Wei-Lun Chao,PGKakWwAAAAJ
Wei-Ngan Chin,DO2x-J0AAAAJ
Wei-Shinn Ku,ZQ87sO4AAAAJ
Wei-Ta Chu,DcltNjQAAAAJ
Wei-Tek Tsai,NOSCHOLARPAGE
Weibo Gong,NOSCHOLARPAGE
Weichang Du,NOSCHOLARPAGE
Weidong Cai,N8qTc2AAAAAJ
Weidong Geng,NOSCHOLARPAGE
Weidong Liu 0001,c3M0GZwAAAAJ
Weidong Shi,OmPAy2EAAAAJ
Weidong Zhao,NOSCHOLARPAGE
Weifa Liang,X1aZEfwAAAAJ
Weifeng Lv,NOSCHOLARPAGE
Weigang Li,Sw_i7yQAAAAJ
Weihang Wang,MkPz_FoAAAAJ
Weihua Zhang,6Ikypp0AAAAJ
Weijia Jia,2_mku2wAAAAJ
Weijun Chen,7MErH44AAAAJ
Weike Pan,pC5Q26MAAAAJ
Weikuan Yu,G5I0JlwAAAAJ
Weili Han,n5g_EI0AAAAJ
Weili Wu,Flmif3gAAAAJ
Weiming Hu,Wl4tl4QAAAAJ
Weiming Lu,NOSCHOLARPAGE
Weinan Zhang 0001,Qzss0GEAAAAJ
Weinan Zhang 0003,DBLdEf4AAAAJ
Weining Zhang,qmc5whEAAAAJ
Weiping Huang,NOSCHOLARPAGE
Weiqiang Wen,NOSCHOLARPAGE
Weisi Lin,D_S41X4AAAAJ
Weisong Shi,4rPcoCEAAAAJ
Weitong Huang,NOSCHOLARPAGE
Weiwei Sun,NOSCHOLARPAGE
Weiwei Xu,qRXK__gAAAAJ
Weixiong Zhang,vuKTnnsAAAAJ
Weiyi Ian Shang,ZnERyl4AAAAJ
Weiyi Meng,C-wDOskAAAAJ
Weiyi Shang,ZnERyl4AAAAJ
Weiying Dai,r6DIjzUAAAAJ
Weizhen Mao,NOSCHOLARPAGE
Weizhi Meng,NOSCHOLARPAGE
Weizhong Shao,NOSCHOLARPAGE
Wen Dong 0001,NOSCHOLARPAGE
Wen Gao 0001,b0vWahYAAAAJ
Wen Hu,nHE4ylYAAAAJ
Wen Li 0001,yjG4Eg4AAAAJ
Wen-Chieh Lin,v3l_oYkAAAAJ
Wen-Chih Peng,T5Rs-ngAAAAJ
Wen-Chin Chen,NOSCHOLARPAGE
Wen-Guey Tzeng,NOSCHOLARPAGE
Wen-Hsiang Lu,NOSCHOLARPAGE
Wen-Hsiang Tsai,a97zfDIAAAAJ
Wen-Hsiao Peng,HucsFB4AAAAJ
Wen-Jiin Tsai,NOSCHOLARPAGE
Wen-Jing Hsu,XnHbS6MAAAAJ
Wen-Mei Hwu,ohjQPx8AAAAJ
Wen-Mei W. Hwu,ohjQPx8AAAAJ
Wen-mei Hwu,ohjQPx8AAAAJ
Wen-mei W. Hwu,ohjQPx8AAAAJ
Wenbo He,cCFzy50AAAAJ
Wenbo Shen,nNDIx9MAAAAJ
Wenchang Shi,NOSCHOLARPAGE
Wenchao Jiang,bve5zI0AAAAJ
Wenchao Zhou,4J1s3noAAAAJ
Wendi B. Heinzelman,myYVVuYAAAAJ
Wendi Beth Heinzelman,myYVVuYAAAAJ
Wendi Rabiner,myYVVuYAAAAJ
Wendi Rabiner Heinzelman,myYVVuYAAAAJ
Wendy Hui Wang,3pXvHPUAAAAJ
Wendy Myrvold,XizA3H4AAAAJ
Wenfei Fan,u0S6ofAAAAAJ
Wenfei Wu,PQsb1ZwAAAAJ
Weng Cho Chew,wPH1kk0AAAAJ
Weng Poo Kang,NOSCHOLARPAGE
Weng-Fai Wong,SL1cTsIAAAAJ
Weng-Keen Wong,NOSCHOLARPAGE
Wenguang Chen,NOSCHOLARPAGE
Wenjian Yu,hGfUQZYAAAAJ
Wenjie Li 0002,Rx5swD4AAAAJ
Wenjie Zhang 0001,yHTJo1kAAAAJ
Wenjin Zhou,M09EoNMAAAAJ
Wenjing Lou,hM8uAwoAAAAJ
Wenjing Rao,YcWrqXgAAAAJ
Wenjuan Tang,NOSCHOLARPAGE
Wenjun Hu,SvnnEI8AAAAJ
Wenjun Jiang,y8hIib8AAAAJ
Wenke Lee,nfkH5V4AAAAJ
Wenli Zheng,HHGCAPoAAAAJ
Wenliang Du,1aMkcasAAAAJ
Wenpin Jiao,NOSCHOLARPAGE
Wenping Wang,28shvv0AAAAJ
Wenqing Zhang,NOSCHOLARPAGE
Wensheng Dou,NYHyagEAAAAJ
Wensheng Zhang 0001,VvXgoAYAAAAJ
Wentong Cai,QdmIiyIAAAAJ
Wenwen Dou,NRrQjcIAAAAJ
Wenwu Zhu 0001,7t2jzpgAAAAJ
Wenxin Li,NOSCHOLARPAGE
Wenyao Xu,dvvN6qsAAAAJ
Wenyuan Xu,FCsdj0YAAAAJ
Wenyun Zhao,NOSCHOLARPAGE
Wenzel Jakob,J4SmwaQAAAAJ
Wenzhi Chen,NOSCHOLARPAGE
Wenzhong Li,NOSCHOLARPAGE
Wenzhong Tang,NOSCHOLARPAGE
Werner Dietl,D_5-WrcAAAAJ
Werner Michael Dietl,D_5-WrcAAAAJ
Werner Purgathofer,NOSCHOLARPAGE
Werner Retschitzegger,NOSCHOLARPAGE
Werner Winiwarter,NOSCHOLARPAGE
Wes Masri,BQM2KwcAAAAJ
Wesam A. Almobaideen,txO1flYAAAAJ
Wesley J. Willett,Q17-rckAAAAJ
Wesley Willett,Q17-rckAAAAJ
Westley Weimer,Tj-vav8AAAAJ
Weverton Luis da Costa Cordeiro,LESq_VcAAAAJ
Wha Sook Jeon,q3Pb7W8AAAAJ
Wheeler Ruml,3idW4TkAAAAJ
Wiebe van der Hoek,WNmaKaIAAAAJ
Wieland Schwinger,5E-bnRkAAAAJ
Wiem Mkaouer,UoHgCukAAAAJ
Wijarn Wangdee,BQK97SMAAAAJ
Wil M. P. van der Aalst,NOSCHOLARPAGE
Wiley R. McKinzie,NOSCHOLARPAGE
Wilf R. LaLonde,NOSCHOLARPAGE
Wilfred Ng,NJ6YPT4AAAAJ
Wilfredo Marrero,NOSCHOLARPAGE
Wilfried N. Gansterer,NOSCHOLARPAGE
Wilhelm R. Rossak,NOSCHOLARPAGE
Wilhelm Rossak,NOSCHOLARPAGE
Will Perkins,5HJzWMUAAAAJ
Willard Rafnsson,LvbsGtkAAAAJ
Willem Adrian Labuschagne,NOSCHOLARPAGE
Willem B. Kleijn,NOSCHOLARPAGE
Willem H. Zuidema,MBkG_FYAAAAJ
Willem Heijltjes,TzO85XoAAAAJ
Willem Huijbers,tta1gwMAAAAJ
Willem Robert van Hage,FddhRPoAAAAJ
Willem Visser,5yAC8o8AAAAJ
Willem-Paul Brinkman,cYKXTxMAAAAJ
William (Bill) J. Dally,YZHj-Y4AAAAJ
William A. Barrett,yLWfq68AAAAJ
William A. Hamilton,W7jbeOwAAAAJ
William A. Hoff,XvoGQx4AAAAJ
William A. P. Smith,o2z0h6MAAAAJ
William Aiello,7gbCeoEAAAAJ
William Allen,NOSCHOLARPAGE
William Armitage,NOSCHOLARPAGE
William C. Regli,NOSCHOLARPAGE
William D. Clinger,NOSCHOLARPAGE
William D. Gropp,vB96fX8AAAAJ
William D. Richard,HQeEzR0AAAAJ
William E. Howden,NOSCHOLARPAGE
William E. Skeith III,NOSCHOLARPAGE
William Enck,KcM-4NsAAAAJ
William F. Punch,U9HQ2qUAAAAJ
William F. Punch III,U9HQ2qUAAAAJ
William Fornaciari,NOSCHOLARPAGE
William G. Griswold,yx0wJlIAAAAJ
William G. J. Halfond,98W28JoAAAAJ
William G. Sakas,swe6S54AAAAJ
William G. Wee,NOSCHOLARPAGE
William Gasarch,NOSCHOLARPAGE
William Gropp,vB96fX8AAAAJ
William Grosky,jGsRPo8AAAAJ
William H. Hsu,JQoJRcIAAAAJ
William H. Press,yi6DR64AAAAJ
William H. Sanders,FClnlsgAAAAJ
William H. Wilson,RTUXk9IAAAAJ
William Harrison,NOSCHOLARPAGE
William Hoff,XvoGQx4AAAAJ
William I. Gasarch,NOSCHOLARPAGE
William J. Beksi,lU2Z7MMAAAAJ
William J. Bowman,Vbnpt_EAAAAJ
William J. Dally,YZHj-Y4AAAAJ
William J. Knottenbelt,Vz8XWRoAAAAJ
William J. Stewart,TZ64UCIAAAAJ
William John Knottenbelt,Vz8XWRoAAAAJ
William K. Cheung,e42JkYIAAAAJ
William K. Robertson,VxWLGyoAAAAJ
William Kocay,NOSCHOLARPAGE
William Kwok-Wai Cheung,e42JkYIAAAAJ
William L. Hamilton,T5tm9eQAAAAJ
William L. Kocay,NOSCHOLARPAGE
William L. Scherlis,F6LzqwMAAAAJ
William L. Whittaker,ouKJUyEAAAAJ
William M. Farmer,zNX4etkAAAAJ
William Mansky,-BGmHzcAAAAJ
William Moloney,gHYMJZ0AAAAJ
William N. Sumner,NOSCHOLARPAGE
William R. Cook,tMWwWEAAAAAJ
William R. Michalson,rau-pbUAAAAJ
William Rhodes,NOSCHOLARPAGE
William Robertson 0002,VxWLGyoAAAAJ
William Robinson,iYVWydgAAAAJ
William Robson Schwartz,koXKq5EAAAAJ
William S. Cleveland,ds52UHcAAAAJ
William S. Evans,JU1Z-DcAAAAJ
William Shoaff,NOSCHOLARPAGE
William Steiger,NOSCHOLARPAGE
William T. Freeman,0zZnyMEAAAAJ
William T. Peake,NOSCHOLARPAGE
William Thompson,O44rjiMAAAAJ
William W. Cohen,8ys-38kAAAAJ
William Whittaker,ouKJUyEAAAAJ
William Wong,NOSCHOLARPAGE
William Yang Wang,gf8Ms_8AAAAJ
William Yeoh 0001,HzOQwwkAAAAJ
Williams B. Seales,NOSCHOLARPAGE
Willy Zwaenepoel,KfI_FL4AAAAJ
Wim Michiels,mp29GegAAAAJ
Wim Vanderbauwhede,8k8c2f4AAAAJ
Wim van Dam,w_zbNmoAAAAJ
Wing Ning Li,NOSCHOLARPAGE
Wing-Kai Hon,7bMQ4KAAAAAJ
Wing-Kin Sung,KaCbE9MAAAAJ
Winston H. Hsu,NOvDH3QAAAAJ
Winston K. G. Seah,NOSCHOLARPAGE
Winston Khoon Guan Seah,NOSCHOLARPAGE
Winston Seah,NOSCHOLARPAGE
Wissam Fawaz,3o50cnIAAAAJ
Witawas Srisa-an,Nf_0d9MAAAAJ
Witold Charatonik,mCyQ2RgAAAAJ
Wlodek Zadrozny,PwdKImsAAAAJ
Wm. Randolph Franklin,YFX36Q8AAAAJ
Wo-Shun Luk,NOSCHOLARPAGE
Wojciech Czerwinski,qG0VSzMAAAAJ
Wojciech Jarosz,vrjL9p0AAAAJ
Wojciech Jaworski,NOSCHOLARPAGE
Wojciech Matusik,wbIMbL8AAAAJ
Wojciech Plandowski,NOSCHOLARPAGE
Wojciech Rytter,hFJHqF4AAAAJ
Wojciech Szpankowski,NOSCHOLARPAGE
Wolf-Dietrich Fellner,V_qa12YAAAAJ
Wolf-Tilo Balke,Vtd-PgEAAAAJ
Wolfgang Ahrendt,NOSCHOLARPAGE
Wolfgang Banzhaf,u-FjxEUAAAAJ
Wolfgang E. Nagel,NOSCHOLARPAGE
Wolfgang Emmerich,ZgDFblUAAAAJ
Wolfgang Gatterbauer,9mIBxkMAAAAJ
Wolfgang Heidrich,IQSbom0AAAAJ
Wolfgang Hesse,NOSCHOLARPAGE
Wolfgang Hofkirchner,MxJLB5sAAAAJ
Wolfgang Hommel,LCsesngAAAAJ
Wolfgang Karl,NOSCHOLARPAGE
Wolfgang Kastner,HXWWcJYAAAAJ
Wolfgang Klas,NOSCHOLARPAGE
Wolfgang Küchlin,NOSCHOLARPAGE
Wolfgang Lehner,YYzvyMQAAAAJ
Wolfgang Maass 0001,2WpvdH0AAAAJ
Wolfgang Maaß 0001,2WpvdH0AAAAJ
Wolfgang Mulzer,NOSCHOLARPAGE
Wolfgang Pree,NOSCHOLARPAGE
Wolfgang Prinz,QWWLOGQAAAAJ
Wolfgang Reinhardt 0002,Xar_GqcAAAAJ
Wolfgang Slany,yCR2h98AAAAJ
Wolfgang Thomas,NOSCHOLARPAGE
Wolfgang W. Bein,oUwEYt4AAAAJ
Wolfram Burgard,zj6FavAAAAAJ
Wolfram Kahl,NOSCHOLARPAGE
Wolfram Wöß,NOSCHOLARPAGE
Won Hwa Kim,aWPSHNwAAAAJ
Won-Gyu Lee,NOSCHOLARPAGE
Won-Ki Jeong,bnyKqkwAAAAJ
WonGyu Lee,NOSCHOLARPAGE
Wonjong Rhee,htFuYWsAAAAJ
Wonryull Koh,NOSCHOLARPAGE
Wonsook Lee,ohzzc8AAAAAJ
Wonyong Sung,1IfNFz4AAAAJ
Wonzoo Chung,NOSCHOLARPAGE
Wooi Boon Goh,w7C16A8AAAAJ
Wooi-Boon Goh,w7C16A8AAAAJ
Wook-Shin Han,Jp_w2IwAAAAJ
Woongki Baek,5WqlEKgAAAAJ
Woontack Woo,s3Z4Q1oAAAAJ
Worthy Martin,NOSCHOLARPAGE
Worthy N. Martin,NOSCHOLARPAGE
Wouter Boomsma,EwqU_jsAAAAJ
Wouter Duivesteijn,LmsQAtAAAAAJ
Wouter Joosen,NOSCHOLARPAGE
Wouter Meulemans,ZUj5GLoAAAAJ
Wray L. Buntine,J2pGGuAAAAAJ
Wray Lindsay Buntine,J2pGGuAAAAAJ
Wu-Chun Feng,NOSCHOLARPAGE
Wu-Jun Li,NCCdqdcAAAAJ
Wu-chang Feng,NOSCHOLARPAGE
Wu-chi Feng,NOSCHOLARPAGE
Wu-chun Feng,NOSCHOLARPAGE
Wulfram Gerstner,dqBH37QAAAAJ
Wuu Yang,NOSCHOLARPAGE
Wuwei Shen,NOSCHOLARPAGE
Wyatt Lloyd,NU-FHh4AAAAJ
Wyatt S. Newman,NOSCHOLARPAGE
Wynne Hsu,ljyBjv8AAAAJ
X. Sean Wang,AHOG_MgAAAAJ
Xavier Bresson,9pSK04MAAAAJ
Xavier Défago,vPNvIusAAAAJ
Xavier Le Pallec,zO9OcTMAAAAJ
Xavier Rival,YGy_zroAAAAJ
Xavier Tricoche,iL-hxJoAAAAJ
Xenofon D. Koutsoukos,NHZdlVkAAAAJ
Xenofon Fafoutis,NOSCHOLARPAGE
Xenofontas A. Dimitropoulos,pWyNwcMAAAAJ
Xi Chen 0001,P_UgxSYAAAAJ
Xi He,DlTQ320AAAAJ
Xi Li 0001,TYNPJQMAAAAJ
Xi Peng 0005,DWw4v0kAAAAJ
Xi Wang 0005,6NMfUhAAAAAJ
Xia Hu,pcCS60IAAAAJ
Xia Ning,FzhfFokAAAAJ
Xia Yin,SKxhz04AAAAJ
Xia Zhou,t_DFZvgAAAAJ
Xiahai Zhuang,XlavIMcAAAAJ
Xiali Hei,PzflF_cAAAAJ
Xian Du,8iO-e8MAAAAJ
Xian-He Sun,9h3JX7MAAAAJ
XianPing Tao,F3mGYVoAAAAJ
Xianfeng David Gu,Y063_CIAAAAJ
Xianfeng Gu,Y063_CIAAAAJ
Xiang Ao,W8wrWfMAAAAJ
Xiang Chen 0001,I6P3k0AAAAAJ
Xiang Gui,x1ngDN4AAAAJ
Xiang Lian,xvrh8YMAAAAJ
Xiang Long,NOSCHOLARPAGE
Xiang Ren,_moJlrIAAAAJ
Xiang Zhang 0001,NOSCHOLARPAGE
Xiang-Dong Tan,ugsbzTsAAAAJ
Xiang-Dong Zhou,QUrLihYAAAAJ
Xiang-Yang Li 0001,JURtNb0AAAAJ
Xiangdong Li,hK4H4z4AAAAJ
Xiangdong Zhou,QUrLihYAAAAJ
Xianghong Jasmine Zhou,NOSCHOLARPAGE
Xianghua Ding,B9M48i8AAAAJ
Xianghua Ying,27o9L1wAAAAJ
Xiangliang Zhang 0001,BhRJe4wAAAAJ
Xianglong Liu,8VY7ZDcAAAAJ
Xiangmin Fan,ztiVSpcAAAAJ
Xiangmin Jiao,BuNo3NMAAAAJ
Xiangmin Zhou,tZ4NyYAAAAAJ
Xiangnan He 0001,X45Go24AAAAJ
Xiangnan Kong,Lh7VfoMAAAAJ
Xiangqun Chen,NOSCHOLARPAGE
Xiangxiang Zeng,B20HBMIAAAAJ
Xiangyang Jia,NOSCHOLARPAGE
Xiangyang Li 0001,JURtNb0AAAAJ
Xiangyang Xue,DTbhX6oAAAAJ
Xiangyu Zhang 0001,yuB-cfoAAAAJ
Xiangyun Zhou,s4dIgfgAAAAJ
Xianhua Liu 0001,NOSCHOLARPAGE
Xianpei Han,pA88bm4AAAAJ
Xianping Tao,F3mGYVoAAAAJ
Xiao Bai 0001,NOSCHOLARPAGE
Xiao Ding,Mi9XXuAAAAAJ
Xiao Fu 0001,pDnpH1MAAAAJ
Xiao Qin 0001,877mtdkAAAAJ
Xiao Shaun Wang,QbWLR8QAAAAJ
Xiao Wang 0012,QbWLR8QAAAAJ
Xiao Zhang 0001,NOSCHOLARPAGE
Xiao-Chuan Cai,NOSCHOLARPAGE
Xiao-Dan Zhu,a6MYnuUAAAAJ
Xiao-Wen Chang,NOSCHOLARPAGE
Xiao-Yuan Jing,NOSCHOLARPAGE
XiaoFeng Wang 0001,u4dhRkQAAAAJ
XiaoFeng Wang 0006,u4dhRkQAAAAJ
Xiaobai Sun,NOSCHOLARPAGE
Xiaobo Hu,NOSCHOLARPAGE
Xiaobo Sharon Hu,NOSCHOLARPAGE
Xiaobo Zhou 0002,cQz8z1gAAAAJ
Xiaocheng Feng,Xu8NbhYAAAAJ
Xiaochun Cheng,NOSCHOLARPAGE
Xiaodan Zhu,a6MYnuUAAAAJ
Xiaodi Wu,2uex5FkAAAAJ
Xiaodong Li,AQewL04AAAAJ
Xiaodong Lin,om3xUIcAAAAJ
Xiaodong Xie,NOSCHOLARPAGE
Xiaodong Zhang 0001,qFiMLsIAAAAJ
Xiaofang Zhou 0001,y6m820wAAAAJ
Xiaofei He,QLLFowsAAAAJ
Xiaofeng Gao,YfMPjhAAAAAJ
Xiaofeng Meng 0001,PTwcvk4AAAAJ
Xiaofeng Wang 0006,u4dhRkQAAAAJ
Xiaogang Jin 0001,yryOvLwAAAAJ
Xiaogang Jin 0002,tYqG3CAAAAAJ
Xiaogang Ma,o4v-pvoAAAAJ
Xiaohong Gao,D4AqjAcAAAAJ
Xiaohong Jiang,NOSCHOLARPAGE
Xiaohong W. Gao,D4AqjAcAAAAJ
Xiaohu Guo,Y4SdsvsAAAAJ
Xiaohui Gu,6K6lvxAAAAAJ
Xiaohui Liang,fzX2e3sAAAAJ
Xiaohui Xie,1CR0meYAAAAJ
Xiaohui Yu,TZ91yu8AAAAJ
Xiaohui Yuan,4F2la7sAAAAJ
Xiaojiang Du,9K9BlyYAAAAJ
Xiaojiang Peng,7oRD67kAAAAJ
Xiaojin (Jerry) Zhu,hqTu-QcAAAAJ
Xiaojin Zhu 0001,hqTu-QcAAAAJ
Xiaojing Liao,NOSCHOLARPAGE
Xiaoju Dong,NOSCHOLARPAGE
Xiaojuan Ma,TN0zm80AAAAJ
Xiaojun Bi,V9VBMa8AAAAJ
Xiaojun Cai,NOSCHOLARPAGE
Xiaojun Cao,ViyBLNcAAAAJ
Xiaojun Chen 0006,yAjyrwkAAAAJ
Xiaojun Qi,GJ8ivzsAAAAJ
Xiaojun Shen,NOSCHOLARPAGE
Xiaojun Wan 0001,lTTeBdkAAAAJ
Xiaojun Ye,NOSCHOLARPAGE
Xiaokui Xiao,BpgsGX0AAAAJ
Xiaolei Huang,iTtzc1UAAAAJ
Xiaoli Fern,rnDD_oEAAAAJ
Xiaoli Li 0001,NOSCHOLARPAGE
Xiaoli Z. Fern,rnDD_oEAAAAJ
Xiaoli Zhang Fern,rnDD_oEAAAAJ
Xiaoliang Wang,OHkG-kUAAAAJ
Xiaolin Hu 0001,PksdgoUAAAAJ
Xiaolin Hu 0002,zeU19nAAAAAJ
Xiaolin Wang,NOSCHOLARPAGE
Xiaolin Zheng,MY23M60AAAAJ
Xiaolong Wang 0001,NOSCHOLARPAGE
Xiaolong Wang 0004,Y8O9N_0AAAAJ
Xiaomin Sun,_G0EETMAAAAJ
Xiaoming Jin,NOSCHOLARPAGE
Xiaoming Li,tL9zHywAAAAJ
Xiaoming Liu 0002,2V2YwCMAAAAJ
Xiaoming Zhang,NOSCHOLARPAGE
Xiaong-Dong Li,AQewL04AAAAJ
Xiaoning Ding,2lfRQF8AAAAJ
Xiaoou Chen,NOSCHOLARPAGE
Xiaoping Chen,7_dDukkAAAAJ
Xiaoping Jia,NOSCHOLARPAGE
Xiaoping Zhang,p82_4bgAAAAJ
Xiaoqing Liu,NOSCHOLARPAGE
Xiaoqing Lu,NOSCHOLARPAGE
Xiaoqing Zheng,jDNLWHIAAAAJ
Xiaoqiu Huang 0001,h5gEfxsAAAAJ
Xiaoru Yuan,mJJVqRYAAAAJ
Xiaorui Sun,jq8VoFkAAAAJ
Xiaosong Ma,xcs5JDIAAAAJ
Xiaotie Deng,OBUwP_oAAAAJ
Xiaowei He,p-IpzScAAAAJ
Xiaowei Huang 0001,X4fLCCIAAAAJ
Xiaowei Yang,cVTdh_sAAAAJ
Xiaowei Zhou,E1vVpg4AAAAJ
Xiaowen Chu,v4rX24EAAAAJ
Xiaowen Fang,QIaogkEAAAAJ
Xiaowen Yuan,n2acINwAAAAJ
Xiaowen Zhang,vX1p5wIAAAAJ
Xiaoxing Ma,44WpWR4AAAAJ
Xiaoyan Hong,NOSCHOLARPAGE
Xiaoyan Zhu 0001,NOSCHOLARPAGE
Xiaoyang Sean Wang,AHOG_MgAAAAJ
Xiaoyao Liang,OIDtL6QAAAAJ
Xiaoyin Wang,7pcpDQ8AAAAJ
Xiaoying Bai,PzOx2UUAAAAJ
Xiaoying Gao,6uZY9GIAAAAJ
Xiaoyong Du 0001,NOSCHOLARPAGE
Xiaoyuan Xie,VlHMPKoAAAAJ
Xiaoyun Wang 0001,5pUP56sAAAAJ
Xibin Zhao,NOSCHOLARPAGE
Xifeng Gao,wSUVcN0AAAAJ
Xifeng Yan,XZV2eogAAAAJ
Xihong Wu,NOSCHOLARPAGE
Xike Xie,_7me62sAAAAJ
Xilin Chen,vVx2v20AAAAJ
Xin Cao,mvJ2rU8AAAAJ
Xin Gao 0001,0OJfPYYAAAAJ
Xin He,wKhsdywAAAAJ
Xin Huang 0001,PpcRwI0AAAAJ
Xin Jin 0008,NhsdGBUAAAAJ
Xin Li 0006,NOSCHOLARPAGE
Xin Li 0028,NOSCHOLARPAGE
Xin Liu 0002,F5I3cM4AAAAJ
Xin Peng 0001,wATYGXEAAAAJ
Xin Wang 0001,5asO0a8AAAAJ
Xin Wang 0002,4KcxzhoAAAAJ
Xin Xia 0001,XSZRxOEAAAAJ
Xin Yuan 0001,ZatdtQ8AAAAJ
Xin-Yu Dai,zpWB1CgAAAAJ
Xinbing Wang,CT5yZbwAAAAJ
Xinchao Wang,w69Buq0AAAAJ
Xindong Wu 0001,X8sHmqIAAAAJ
Xinfeng Ye,NOSCHOLARPAGE
Xing-Dong Yang,9WfDSNwAAAAJ
Xingbo Wu,PUXOLsoAAAAJ
Xinggong Zhang,NOSCHOLARPAGE
Xinghua Shi,vSDPGjcAAAAJ
Xingliang Yuan,81yWaCoAAAAJ
Xingqiang Yang,NOSCHOLARPAGE
Xingquan Zhu,YhKZXtcAAAAJ
Xingui He,NOSCHOLARPAGE
Xinguo Liu,NOSCHOLARPAGE
Xinhua Zhang,jrkrn3sAAAAJ
Xinhua Zhuang,NOSCHOLARPAGE
Xinhui Han,NOSCHOLARPAGE
Xining Li,NOSCHOLARPAGE
Xinming Ou,faldcbwAAAAJ
Xinming Simon Ou,faldcbwAAAAJ
Xinming Zhang,R9bOP30AAAAJ
Xinping Yi,wAcbI5kAAAAJ
Xintao Wu,ABnrRqQAAAAJ
Xinwen Fu,0KYdpIQAAAAJ
Xinyu Dai,zpWB1CgAAAAJ
Xinyu Feng,SuTEZ6EAAAAJ
Xinyu Wang 0001,NOSCHOLARPAGE
Xinyu Xing,WBN9c6kAAAAJ
Xinyuan Wang,8lzslzgAAAAJ
Xionghu Zhong,NOSCHOLARPAGE
Xiongpai Qin,NOSCHOLARPAGE
Xipeng Qiu,Pq4Yp_kAAAAJ
Xipeng Shen,wK09sCQAAAAJ
Xirong Li,6m-ZQ1EAAAAJ
Xiu Cao,NOSCHOLARPAGE
Xiu Li,wrKyJYsAAAAJ
Xiujuan Chai,ZcL91HsAAAAJ
Xiujun Ma,NOSCHOLARPAGE
Xiuli Ma,NOSCHOLARPAGE
Xiuwen Liu,2GH5rWkAAAAJ
Xiuying Wang,K8lVq1YAAAAJ
Xiuzhen Cheng,O1yGhH0AAAAJ
Xiuzhen Zhang,rIuehYoAAAAJ
Xu Cheng 0001,NOSCHOLARPAGE
Xu Chu,RqkqRnUAAAAJ
Xu He,NOSCHOLARPAGE
Xu Liu 0001,xlJtfO8AAAAJ
Xu Sun 0001,NOSCHOLARPAGE
Xu Yu,iHevumsAAAAJ
Xu Zhu 0001,NycCVyoAAAAJ
Xuan Guo,4tqv2FYAAAAJ
Xuan Wang 0002,NOSCHOLARPAGE
Xuandong Li,NOSCHOLARPAGE
Xuanjing Huang,RGsMgZA4H78C
Xuanzhe Liu,eOhSVi8AAAAJ
Xubin He,ZtrIYqUAAAAJ
Xubo Song,NOSCHOLARPAGE
Xubo Wang,lTWkuwMAAAAJ
Xubo Yang,NOSCHOLARPAGE
Xudong Li,2ryDzAsAAAAJ
Xudong Liu,NOSCHOLARPAGE
Xue Li 0001,3eIIFWIAAAAJ
Xue Lin,p87KNLIAAAAJ
Xue-Zhong He,x2Q5BscAAAAJ
Xuefeng Cui,LPfnClcAAAAJ
Xuefu Zhou,NOSCHOLARPAGE
Xuehai Qian,5QL8V68AAAAJ
Xuehai Zhou,NOSCHOLARPAGE
Xuejia Lai,B67-NyQAAAAJ
Xuelong Li,ahUibskAAAAJ
Xuemeng Song,29gP4okAAAAJ
Xuemin Lin,j6rglkYAAAAJ
Xueping Peng,mjrN-mgAAAAJ
Xueqi Cheng,hY8aLqAAAAAJ
Xuetao Guan,NOSCHOLARPAGE
Xueyan Tang,NOSCHOLARPAGE
Xuhua Ding,zUEUsv4AAAAJ
Xukai Zou,NOSCHOLARPAGE
Xukun Shen,NOSCHOLARPAGE
Xumin Liu,2Qq9lnUAAAAJ
Xun Jian,m8ihzWwAAAAJ
Xun Wang,NOSCHOLARPAGE
Xun Yi,oDRazncAAAAJ
Xusheng Xiao,qVx6V7UAAAAJ
Y. C. Tay,qAalyGsAAAAJ
Y. Charlie Hu,r1Z8YhQAAAAJ
Y. Murat Erten,XY_kpWgAAAAJ
Y. Narahari,NOSCHOLARPAGE
Y. Raghu Reddy,NOSCHOLARPAGE
Y.N. Srikant,NOSCHOLARPAGE
Ya'akov (Kobi) Gal,lNHuLiQAAAAJ
Ya'akov Gal,lNHuLiQAAAAJ
Ya-sha Wang,NOSCHOLARPAGE
Yaacov Yesha,NOSCHOLARPAGE
Yadati Narahari,NOSCHOLARPAGE
Yadong Mu,Fqqx4HsAAAAJ
Yael Amsterdamer,70iHzEUAAAAJ
Yafei Dai,VSvWlvkAAAAJ
Yagiz Aksoy,AC445kUAAAAJ
Yair Amir,NOSCHOLARPAGE
Yair Bartal,eCXP24kAAAAJ
Yair Levy,P3LuC5kAAAAJ
Yair Weiss,9DXQi8gAAAAJ
Yair Zick,m0PW6DQAAAAJ
Yajin Zhou,N1oeOPwAAAAJ
Yakov Babichenko,xTcVwpsAAAAJ
Yakov Nekrich,XS3z1rkAAAAJ
Yali Amit,NOSCHOLARPAGE
Yalin Bastanlar,3WTNhHYAAAAJ
Yalin Wang 0001,F4tTgLQAAAAJ
Yan (Michael) Zhang,NOSCHOLARPAGE
Yan Cai 0001,QotyxBEAAAAJ
Yan Chen 0004,98iA_ooAAAAJ
